model_name,variables,filter_rule,method,variable,coefficient,p_value
model_1,Skewness + Median + Fear and Greed Index,Median >= 26584.620000,2pt,Median,-2.678171112080499e-07,0.3090575428769023
model_1,Skewness + Median + Fear and Greed Index,Median >= 26584.620000,2pt,Fear and Greed Index,0.000580321944574808,0.10409209472917426
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,1pt,const,-0.014826273403894325,0.5106570109938788
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,1pt,Skewness,-0.011155523465243873,0.33070129504124035
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,1pt,Median,-2.8023573439838057e-07,0.6028557828984826
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,1pt,Fear and Greed Index,0.0007131624983869817,0.07162805448733478
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,2pt,const,-0.014886990874741195,0.5090516536682882
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,2pt,Skewness,-0.011234068744949584,0.32810621032310017
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,2pt,Median,-2.8006386735354206e-07,0.6030689791602969
model_1,Skewness + Median + Fear and Greed Index,Median <= 58011.240000,2pt,Fear and Greed Index,0.0007144845297263727,0.07123420205697138
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,1pt,const,-0.0044037355845189755,0.820690054325093
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,1pt,Skewness,-0.00720093883253908,0.5060770386247422
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,1pt,Median,-4.436255141463887e-07,0.2804373400761595
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,1pt,Fear and Greed Index,0.0005646754990058175,0.11725707233478254
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,2pt,const,-0.004442149648432955,0.8191950549886522
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,2pt,Skewness,-0.007260306421897178,0.5032416878869329
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,2pt,Median,-4.4362869890314406e-07,0.28042684803447127
model_1,Skewness + Median + Fear and Greed Index,Median <= 66247.920000,2pt,Fear and Greed Index,0.0005655735349713532,0.11682144193985493
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,1pt,const,-0.005492503452669916,0.7529306411639441
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,1pt,Skewness,-0.006501145683857276,0.5295673681580859
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,1pt,Median,-2.0170898851587896e-07,0.49026868575784555
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,1pt,Fear and Greed Index,0.00042535110104171864,0.1892315015177303
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,2pt,const,-0.005526088629280771,0.7515236187426783
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,2pt,Skewness,-0.00655584503143665,0.5267270658184507
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,2pt,Median,-2.0171083271291055e-07,0.4902596081749897
model_1,Skewness + Median + Fear and Greed Index,Median <= 96165.020000,2pt,Fear and Greed Index,0.0004261365926638417,0.18858886331672112
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,const,-0.005011421594434965,0.7779848208960385
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,Skewness,-0.005817799584868584,0.5594194922106116
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,Median,-1.8499033588274207e-07,0.37315235652239886
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,1pt,Fear and Greed Index,0.00038803216320506834,0.24893491541941207
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,const,-0.005035020851452094,0.7769763822071682
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,Skewness,-0.0058708913538273785,0.5564282889877814
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,Median,-1.8512319863153873e-07,0.37282134054094884
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 22.000000,2pt,Fear and Greed Index,0.0003887124578401357,0.2482112090131221
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,const,-0.014367448979155775,0.4802199790388527
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,Skewness,-0.012911126061078852,0.1949935162064485
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,Median,-1.9806609547358718e-07,0.3299948265639747
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,1pt,Fear and Greed Index,0.0005667506788245387,0.1251321469462908
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,const,-0.014397228042720388,0.47928510480898945
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,Skewness,-0.01300217882245644,0.19261211384996912
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,Median,-1.9834967320937085e-07,0.3293093985319645
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 27.000000,2pt,Fear and Greed Index,0.0005678119644227001,0.12446607946520936
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,const,-0.05084696619218333,0.06417879076888391
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,Skewness,-0.013526257480548422,0.19220086219499585
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,Median,-2.769397249263292e-07,0.1985980635291372
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,1pt,Fear and Greed Index,0.0011655386074499315,0.017007611253739622
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,const,-0.050866104709337334,0.06403891466785236
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,Skewness,-0.013598516825396405,0.1906399036024799
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,Median,-2.7725228348425556e-07,0.19811856826537821
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index >= 34.600000,2pt,Fear and Greed Index,0.0011663933564096717,0.016926171717565205
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,const,0.007243961050005527,0.7205340780077862
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,Skewness,0.0038148175676328963,0.772418388637652
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,Median,-1.4474033263887372e-07,0.5824694198311837
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,1pt,Fear and Greed Index,4.952086260176659e-05,0.9151094246053887
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,const,0.007215226364644402,0.721723732946176
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,Skewness,0.003753618546864124,0.7763059395531464
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,Median,-1.4468621970219087e-07,0.5826110900082999
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 66.000000,2pt,Fear and Greed Index,5.0078218015683866e-05,0.9142135758904237
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,const,0.006704460607524254,0.6986635603049423
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,Skewness,0.004100780999880663,0.7388603596161111
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,Median,-1.1702757694293496e-07,0.6186655273506148
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,1pt,Fear and Greed Index,3.504587116308743e-05,0.9266004030877685
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,const,0.006686517507567318,0.6995432426241379
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,Skewness,0.004059504394772304,0.7417461107036951
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,Median,-1.1699024668660497e-07,0.6187841866291077
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 72.200000,2pt,Fear and Greed Index,3.537849316811396e-05,0.9259548348786991
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,const,0.0029198742323758367,0.8504860075376802
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,Skewness,0.0025734122695594617,0.8277591510565684
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,Median,-8.142033328042659e-08,0.6999153162743978
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,1pt,Fear and Greed Index,0.00010288424516125845,0.7614327580367553
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,const,0.0029014622176135093,0.851462925461054
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,Skewness,0.002531493435487926,0.8308189184705397
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,Median,-8.146306106279904e-08,0.6997735523309738
model_1,Skewness + Median + Fear and Greed Index,Fear and Greed Index <= 76.000000,2pt,Fear and Greed Index,0.00010331380513843748,0.7605729870880578
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,1pt,const,-0.005634985052977932,0.7231002385329228
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,1pt,Skewness,-0.00781758314599921,0.4396128503309029
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,1pt,Median,-2.5260707779580976e-07,0.24694228246789116
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,1pt,Fear and Greed Index,0.00045025823564016524,0.16815608926898312
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,2pt,const,-0.005668473112040557,0.7215719270804037
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,2pt,Skewness,-0.007880508311965833,0.43661813041778097
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,2pt,Median,-2.52760985721941e-07,0.2466590610515105
model_1,Skewness + Median + Fear and Greed Index,VIX >= 13.498000,2pt,Fear and Greed Index,0.00045114987554813516,0.16746110048871285
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,1pt,const,-0.008678556482540623,0.6061099180166123
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,1pt,Skewness,-0.009725319819235849,0.3911174690749054
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,1pt,Median,-2.2277669082097482e-07,0.3532592959081725
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,1pt,Fear and Greed Index,0.0004961284731620271,0.15848447441790423
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,2pt,const,-0.008726239802656502,0.6042257149383057
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,2pt,Skewness,-0.00981843940336016,0.3876158228362735
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,2pt,Median,-2.2300077806089753e-07,0.3527789013580023
model_1,Skewness + Median + Fear and Greed Index,VIX >= 14.938000,2pt,Fear and Greed Index,0.0004974156152474572,0.15760249737359314
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,1pt,const,-0.011198234745684611,0.5495239467593918
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,1pt,Skewness,-0.012606520443335692,0.2941842286958797
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,1pt,Median,-1.8141337883544676e-07,0.49776567883763045
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,1pt,Fear and Greed Index,0.0005605643487110503,0.14894154411484103
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,2pt,const,-0.011259101598551972,0.5474735247791931
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,2pt,Skewness,-0.012711293543896466,0.2912506814025114
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,2pt,Median,-1.8159632777219044e-07,0.4973240516827284
model_1,Skewness + Median + Fear and Greed Index,VIX >= 16.392000,2pt,Fear and Greed Index,0.0005621568311837023,0.14800348746812533
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,1pt,const,-0.0013252481312816134,0.9456393590986436
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,1pt,Skewness,0.00287419387574312,0.8223046114997381
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,1pt,Median,-3.5245140190994813e-07,0.12603511285817934
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,1pt,Fear and Greed Index,0.0004902231883164469,0.1644809881803391
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,2pt,const,-0.0013319265046085422,0.9453615595058629
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,2pt,Skewness,0.0028532716513367303,0.8235471100513959
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,2pt,Median,-3.524900948351832e-07,0.1260503765984069
model_1,Skewness + Median + Fear and Greed Index,VIX <= 21.908000,2pt,Fear and Greed Index,0.0004904156455463568,0.16432648004104647
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,1pt,const,0.000594486398180309,0.9732124717457062
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,1pt,Skewness,-0.008941492519335573,0.39164368152260864
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,1pt,Median,-2.708582116351734e-07,0.20923066708351223
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,1pt,Fear and Greed Index,0.00037826005500678347,0.2420676819691096
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,2pt,const,0.0005839614015743389,0.9736852876573587
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,2pt,Skewness,-0.008983179174751475,0.38966474910232574
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,2pt,Median,-2.7101821215444606e-07,0.20897069807317625
model_1,Skewness + Median + Fear and Greed Index,VIX <= 24.808000,2pt,Fear and Greed Index,0.00037873910412437406,0.2414907717175067
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,1pt,const,-0.005142628365271879,0.7491564409245505
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,1pt,Skewness,-0.010016913769979891,0.31220491558682306
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,1pt,Median,-3.09046805794509e-07,0.13791756146552955
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,1pt,Fear and Greed Index,0.0005162135094127568,0.09776992059990919
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,2pt,const,-0.005183025597268142,0.7472480110420107
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,2pt,Skewness,-0.010103192115618297,0.30840187176220724
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,2pt,Median,-3.0931848755573174e-07,0.13757041184090035
model_1,Skewness + Median + Fear and Greed Index,VIX <= 29.206000,2pt,Fear and Greed Index,0.0005174049153370825,0.09703732190160241
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,1pt,const,-0.007880018317176251,0.6256036848400588
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,1pt,Skewness,0.0006210967376056288,0.9575620590578331
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,1pt,Median,-1.7143091468413086e-07,0.40850091196055793
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,1pt,Fear and Greed Index,0.0003960810340465087,0.2100234291649879
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,2pt,const,-0.007883595087616138,0.6255328137990281
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,2pt,Skewness,0.0006122993717737205,0.958267430021016
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,2pt,Median,-1.7143996006529938e-07,0.40849578368557704
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.093502,2pt,Fear and Greed Index,0.0003961676587498878,0.2101685585797171
model_1,Skewness + Median + Fear and Greed Index,T-1 Return >= -0.036110,1pt,const,-0.004177654291551676,0.8096358873879923
